subject,subject_type,relation,object,object_type,confidence,frequency,weight,source_id,source_text
Paul,PERSON,LÃNH_ĐẠO,Solomon,ORGANIZATION,0.8496000170707703,4,3.398400068283081,5648,"Dự báo giá vàng Trong ngắn hạn, giới phân tích cho rằng giá vàng có thể duy trì xu hướng tăng nhưng sẽ đối mặt với áp lự"
Nguyễn Hùng,PERSON,LÃNH_ĐẠO,NashTech Việt Nam,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,226,tập trung vào sự hài lòng của khách hàng thông qua việc lấy đội ngũ nhân viên làm trọng tâm (Customer). Anh Nguyễn Hùng 
Nguyễn Công Minh,PERSON,LÃNH_ĐẠO,Viện dưỡng lão Phương Đông Asahi,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,228,"365 ngày đầu tiên trên hành trình kiến tạo hạnh phúc đã trở thành nền móng cho những bước tiến dài hơn, theo tinh thần m"
Trần Kim Chung,PERSON,LÃNH_ĐẠO,CT Group,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,230,"""80 năm trước, ông cha ta giành độc lập cho dân tộc, ngày nay đã đến lúc chúng ta phải đứng lên giành độc lập về khoa họ"
Minh Giang,PERSON,LÃNH_ĐẠO,Mekong,ORGANIZATION,0.849399983882904,1,0.849399983882904,232,"Bà Minh Giang nguyên là Tổng giám đốc Nhân tài và Văn hóa tại Mekong Capital. Hiện nay, bà Minh Giang là thành viên tron"
Minh Giang,PERSON,LÃNH_ĐẠO,Newing,ORGANIZATION,0.8256999850273132,1,0.8256999850273132,232,"Bà Minh Giang nguyên là Tổng giám đốc Nhân tài và Văn hóa tại Mekong Capital. Hiện nay, bà Minh Giang là thành viên tron"
Tạp chí Nhịp Cầu Đầu Tư,ORGANIZATION,HỢP_TÁC,Công ty Chứng khoán Thiên Việt,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,234,"Lợi thế từ năng lực sản xuất EU-GMP cùng tối ưu vận hành hiệu quả Bảng xếp hạng ""50 Công ty Kinh doanh Hiệu quả nhất Việ"
Công ty Chứng khoán Thiên Việt,ORGANIZATION,HỢP_TÁC,Tạp chí Nhịp Cầu Đầu Tư,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,234,"Lợi thế từ năng lực sản xuất EU-GMP cùng tối ưu vận hành hiệu quả Bảng xếp hạng ""50 Công ty Kinh doanh Hiệu quả nhất Việ"
Imexpharm,ORGANIZATION,CÓ_GIÁ_TRỊ,đạt 15.8%,PERCENT,0.7498999834060669,1,0.7498999834060669,234,"TOP50 được xây dựng dựa trên kết quả kinh doanh liên tiếp trong 3 năm, tập trung vào ba chỉ số then chốt: doanh thu, lợi"
Imexpharm,ORGANIZATION,TĂNG_TRƯỞNG,đạt 15.8%,PERCENT,0.6998999714851379,1,0.6998999714851379,234,"TOP50 được xây dựng dựa trên kết quả kinh doanh liên tiếp trong 3 năm, tập trung vào ba chỉ số then chốt: doanh thu, lợi"
EBITDA,UNKNOWN,CÓ_GIÁ_TRỊ,344 tỷ đồng,UNKNOWN,0.75,1,0.75,234,"Nhờ vậy, hiệu quả vận hành được cải thiện rõ rệt, chi phí bán hàng và quản lý được kiểm soát chặt chẽ, giúp lợi nhuận tr"
Imexpharm,ORGANIZATION,CÓ_GIÁ_TRỊ,286 tỷ,MONEY,0.7491999864578247,1,0.7491999864578247,234,"Nhờ vậy, hiệu quả vận hành được cải thiện rõ rệt, chi phí bán hàng và quản lý được kiểm soát chặt chẽ, giúp lợi nhuận tr"
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,81 tỷ,MONEY,0.7265999913215637,1,0.7265999913215637,234,"Theo Báo cáo Tổng quan Ngành dược Việt Nam của IQVIA quý II/2025, doanh số dược phẩm Việt Nam đạt 9,081 tỷ USD, tăng 5%,"
Imexpharm,ORGANIZATION,CÓ_GIÁ_TRỊ,đạt 12.6%,PERCENT,0.75,1,0.75,234,"TTND.DS Trần Thị Đào, Tổng Giám đốc Imexpharm, chia sẻ: ""Trong suốt nhiều năm qua, Imexpharm luôn duy trì đà tăng trưởng"
Imexpharm,ORGANIZATION,TĂNG_TRƯỞNG,đạt 12.6%,PERCENT,0.699999988079071,1,0.699999988079071,234,"TTND.DS Trần Thị Đào, Tổng Giám đốc Imexpharm, chia sẻ: ""Trong suốt nhiều năm qua, Imexpharm luôn duy trì đà tăng trưởng"
Ông dự đoán vàng sẽ,UNKNOWN,CÓ_GIÁ_TRỊ,3.000 USD,UNKNOWN,0.75,1,0.75,235,"Alex Kuptsikevich, chuyên gia phân tích thị trường trưởng tại FxPro, nhận xét đợt tăng giá của vàng mới chỉ bắt đầu và m"
Số thịt lợn xuất chuồng,UNKNOWN,CÓ_GIÁ_TRỊ,"53,53 triệu",UNKNOWN,0.75,1,0.75,236,"Báo cáo của Cục Chăn nuôi và Thú y (Bộ Nông nghiệp và Môi trường) cho thấy, đến cuối năm 2024, đàn lợn ở nước ta tăng lê"
Nhật Bản,LOCATION,CÓ_GIÁ_TRỊ,đạt 99%,PERCENT,0.75,1,0.75,237,"Theo kế hoạch phát triển hạ tầng số đến 2030 Nhật Bản đặt mục tiêu phủ sóng 5G đạt 99% dân số, tăng số trạm 5G từ 260.00"
Nhật Bản,LOCATION,TĂNG_TRƯỞNG,đạt 99%,PERCENT,0.699999988079071,1,0.699999988079071,237,"Theo kế hoạch phát triển hạ tầng số đến 2030 Nhật Bản đặt mục tiêu phủ sóng 5G đạt 99% dân số, tăng số trạm 5G từ 260.00"
Mark Gurman,PERSON,LÃNH_ĐẠO,Apple,ORGANIZATION,0.8500000238418579,1,0.8500000238418579,244,"Trong bản tin Power On mới nhất, chuyên gia tin tức nội bộ Mark Gurman tiết lộ rằng CEO Apple Tim Cook đang có một sự qu"
BAF Việt Nam,ORGANIZATION,HỢP_TÁC,Tập đoàn Muyuan,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,248,"Tháng 4/2020, giá thịt lợn hơi xuất chuồng có thời điểm tăng tới 105.000 đồng/kg, tác động trực tiếp lên chỉ số giá tiêu"
Tập đoàn Muyuan,ORGANIZATION,HỢP_TÁC,BAF Việt Nam,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,248,"Tháng 4/2020, giá thịt lợn hơi xuất chuồng có thời điểm tăng tới 105.000 đồng/kg, tác động trực tiếp lên chỉ số giá tiêu"
Áp lực nguồn cung đã làm giá thịt lợn tăng vọt,UNKNOWN,TĂNG_TRƯỞNG,300%,UNKNOWN,0.7,1,0.7,248,"Hệ quả, nguồn cung thịt lợn sụt giảm nghiêm trọng, từ 54 triệu tấn năm 2018 xuống còn 36 triệu tấn năm 2019. Áp lực nguồ"
Bùi Thị,PERSON,LÃNH_ĐẠO,Vinamilk,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,256,"Tại triển lãm lần này, không gian trưng bày và trải nghiệm của Vinamilk không chỉ giới thiệu các sản phẩm dinh dưỡng chấ"
Nguyễn Quang,PERSON,LÃNH_ĐẠO,Vinamilk,ORGANIZATION,0.8497999906539917,2,1.6995999813079834,256,"Ảnh: Vi Nam ""Từ khi hình thành và suốt gần 50 năm phát triển Vinamilk luôn xác định sứ mệnh của mình là 'Chăm sóc'. Chún"
WTI,UNKNOWN,TĂNG_TRƯỞNG,"4,85%",UNKNOWN,0.7,1,0.7,260,"Giá dầu thế giới tuần qua tăng mạnh do lo ngại gián đoạn nguồn cung từ Nga, Iraq, Venezuela; xung đột quân sự giữa Nga v"
Brent,UNKNOWN,TĂNG_TRƯỞNG,"5,2%",UNKNOWN,0.7,1,0.7,260,"Giá dầu thế giới tuần qua tăng mạnh do lo ngại gián đoạn nguồn cung từ Nga, Iraq, Venezuela; xung đột quân sự giữa Nga v"
Điện thương phẩm,UNKNOWN,CÓ_GIÁ_TRỊ,"106,54 tỷ",UNKNOWN,0.75,1,0.75,263,Sự kiện là điểm nhấn quan trọng trong chuỗi hoạt động tổng kết sản xuất kinh doanh năm 2025 và định hình định hướng phát
Đỗ Nguyệt Ánh,PERSON,LÃNH_ĐẠO,EVNNPC,ORGANIZATION,0.8500000238418579,1,0.8500000238418579,263,"Phát biểu tại lễ khai mạc triển lãm, bà Đỗ Nguyệt Ánh - Chủ tịch Hội đồng thành viên EVNNPC nhấn mạnh: ""Khoa học công ng"
VNPT,ORGANIZATION,TĂNG_TRƯỞNG,"tăng 14,97%",PERCENT,0.699999988079071,1,0.699999988079071,267,"""Lưu lượng thoại toàn mạng VNPT trong đêm giao thừa tăng 14,97% so với cùng kỳ Tết năm trước. Tổng dung lượng data trong"
Sacombank,ORGANIZATION,LIÊN_QUAN,Eximbank,ORGANIZATION,0.5,1,0.5,273,Đảo chiều thứ hạng ngân hàng sau các động thái mới: Sacombank và Eximbank bị 'ngựa ô' vượt mặt
Eximbank,ORGANIZATION,LIÊN_QUAN,Sacombank,ORGANIZATION,0.5,1,0.5,273,Đảo chiều thứ hạng ngân hàng sau các động thái mới: Sacombank và Eximbank bị 'ngựa ô' vượt mặt
VPBank,ORGANIZATION,CÓ_GIÁ_TRỊ,9.339 tỷ,MONEY,0.7383000254631042,2,1.4766000509262085,273,"Trước đó, ""ông lớn"" Vietcombank cũng đã phát hành hơn 2,76 tỷ cổ phiếu để trả cổ tức, với tổng giá trị phát hành hơn 27."
Trương Sơn,PERSON,LÃNH_ĐẠO,MobiFone,ORGANIZATION,0.8499000072479248,3,2.5497000217437744,275,"Tại buổi lễ, Thiếu tướng Trương Sơn Lâm, Chủ tịch HĐTV MobiFone, khẳng định quyết tâm của toàn thể cán bộ, nhân viên Mob"
Ruici Tio,PERSON,LÃNH_ĐẠO,Meta,ORGANIZATION,0.8440999984741211,1,0.8440999984741211,276,"Tuy nhiên, cùng với cơ hội là các rủi ro như quyền riêng tư dữ liệu, bảo vệ trực tuyến, trách nhiệm giải trình và minh b"
Tỷ lệ văn bản điện tử trao đổi,UNKNOWN,TĂNG_TRƯỞNG,97%,UNKNOWN,0.7,1,0.7,277,100% dịch vụ công trực tuyến đã được tích hợp lên Cổng Dịch vụ công Quốc gia. Hệ thống thông tin giải quyết thủ tục hành
Sabeco,ORGANIZATION,HỢP_TÁC,Trung ương Đoàn TNCS,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,278,"Chung tay hoàn thành mục tiêu này cùng với cam kết dài hạn trong việc thúc đẩy lối sống năng động, cân bằng, Sabeco đã v"
Trung ương Đoàn TNCS,ORGANIZATION,HỢP_TÁC,Sabeco,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,278,"Chung tay hoàn thành mục tiêu này cùng với cam kết dài hạn trong việc thúc đẩy lối sống năng động, cân bằng, Sabeco đã v"
Giang,PERSON,LÃNH_ĐẠO,PJICO,ORGANIZATION,0.8499000072479248,2,1.6998000144958496,279,"Sinh năm 1975 tại Hải Dương, bà Giang có bằng Thạc sĩ Tài chính - Ngân hàng - Bảo hiểm tại Đại học Nantes (Pháp), Thạc s"
PJICO,ORGANIZATION,CÓ_GIÁ_TRỊ,279 tỷ,MONEY,0.7386000156402588,1,0.7386000156402588,279,"Các lĩnh vực kinh doanh chính của PJICO gồm bảo hiểm xe cơ giới, bảo hiểm hàng hải, bảo hiểm sức khỏe, bảo hiểm cháy nổ/"
Con số này không chỉ vượt kế hoạch mà còn,UNKNOWN,TĂNG_TRƯỞNG,"6,5%",UNKNOWN,0.7,1,0.7,279,"Trong đó, doanh thu từ nghiệp vụ bảo hiểm gốc đạt 4.396,5 tỷ đồng, tăng 9,3%. Trừ chi phí, doanh nghiệp thu về khoản lợi"
PJICO,ORGANIZATION,CÓ_GIÁ_TRỊ,4.400 tỷ,MONEY,0.75,1,0.75,279,"Tuy nhiên, trong quý I năm 2025, bảo hiểm xe cơ giới vẫn là ""gà đẻ trứng vàng"" của PJICO khi mang về gần 410 tỷ đồng phí"
Apple,ORGANIZATION,SẢN_XUẤT,Siri,PRODUCT,0.7799999713897705,6,4.679999828338623,280,"Các ứng dụng mới như Invites, Apple Sports, và Apple Playground cũng có giao diện hiện đại hơn, sử dụng các hiệu ứng tro"
Lương Nguyễn Minh Triết,PERSON,LÃNH_ĐẠO,UBND TP Đà Nẵng,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,285,Ông Lê Quang Vinh - Tổng Giám đốc Vietcombank (bên trái) và ông Lương Nguyễn Minh Triết - Chủ tịch UBND TP Đà Nẵng trao 
Ngân hàng Nhà nước,ORGANIZATION,THUỘC_NGÀNH,xây dựng,INDUSTRY,0.7200000286102295,1,0.7200000286102295,285,"chia sẻ các tham luận chuyên sâu, góp phần thúc đẩy đối thoại chính sách, mở rộng hợp tác đa ngành, tạo nền tảng phát tr"
Jackpot 2,UNKNOWN,CÓ_GIÁ_TRỊ,7.500.802.050 đồng,UNKNOWN,0.75,1,0.75,288,"Theo thông tin từ Công ty Xổ số Điện toán Việt Nam (Vietlott), trong kỳ quay số mở thưởng lần thứ 1.249 của loại hình xổ"
Jackpot 2,UNKNOWN,CÓ_GIÁ_TRỊ,3.750.401.025 đồng,UNKNOWN,0.75,1,0.75,288,"Theo thông tin từ Công ty Xổ số Điện toán Việt Nam (Vietlott), trong kỳ quay số mở thưởng lần thứ 1.249 của loại hình xổ"
Nguyễn Trung Chính,PERSON,LÃNH_ĐẠO,CMC,ORGANIZATION,0.8500000238418579,4,3.4000000953674316,2427,"Doanh nhân kiến tạo Nguyễn Trung Chính Từ những năm 2000, ông Nguyễn Trung Chính - Chủ tịch HĐQT, Chủ tịch điều hành CMC"
Trần Đức Thành,PERSON,LÃNH_ĐẠO,MobiFone,ORGANIZATION,0.8500000238418579,2,1.7000000476837158,294,Ông Trần Đức Thành được giao quyền Tổng Giám đốc MobiFone
Trương Sơn,PERSON,LÃNH_ĐẠO,Công an tỉnh Bến Tre,ORGANIZATION,0.8497999906539917,2,1.6995999813079834,294,"Đại tá Tô Mạnh Cường, Tổng Giám đốc và Thượng tá Nguyễn Đình Tuấn, Phó Tổng Giám đốc, nghỉ công tác hưởng chế độ hưu trí"
Quang,PERSON,LÃNH_ĐẠO,Eclypsium,ORGANIZATION,0.8431000113487244,1,0.8431000113487244,298,"Từ chiếc drone ""phản chủ"" đến hàng nghìn máy nhắn tin phát nổ Chia sẻ tại Diễn đàn GM Blockchain Security Forum 2025 do "
Tổng tài sản,UNKNOWN,CÓ_GIÁ_TRỊ,"1,26 triệu",UNKNOWN,0.75,1,0.75,309,"Tổng tài sản đạt 1,26 triệu tỷ đồng Duy trì tốc độ tăng trưởng cao trong cả năm, Ngân hàng TMCP Việt Nam Thịnh Vượng (VP"
Tổng tài sản hợp nhất,UNKNOWN,CÓ_GIÁ_TRỊ,"1,26 triệu",UNKNOWN,0.75,1,0.75,309,"Tổng tài sản đạt 1,26 triệu tỷ đồng Duy trì tốc độ tăng trưởng cao trong cả năm, Ngân hàng TMCP Việt Nam Thịnh Vượng (VP"
VPBankS,ORGANIZATION,CÓ_GIÁ_TRỊ,4.476 tỷ đồng,MONEY,0.7491999864578247,1,0.7491999864578247,309,"Khẳng định vị thế đầu tàu, ngân hàng mẹ đạt lợi nhuận hơn 26.300 tỷ đồng trong năm 2025, tăng 44,4%. VPBankS đạt 4.476 t"
UAV,UNKNOWN,CÓ_GIÁ_TRỊ,5 tỷ USD,UNKNOWN,0.75,2,1.5,314,"Nếu có thể tận dụng tốt cơ hội và vượt qua thách thức về công nghệ lõi, ông tin tưởng ""Việt Nam có thể trở thành một tru"
Cao Xuân,PERSON,LÃNH_ĐẠO,Ủy ban Trung ương Mặt trận Tổ quốc Việt,ORGANIZATION,0.8496000170707703,1,0.8496000170707703,324,"Theo ông Cao Xuân Thạo, Trưởng ban Công tác xã hội, Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam, việc phối hợp cùng Sabe"
Báo Nhân Dân,ORGANIZATION,HỢP_TÁC,Bộ Công an,ORGANIZATION,0.7998999953269958,2,1.5997999906539917,326,"Chào mừng kỉ niệm 80 năm Cách mạng tháng Tám và Quốc khánh 2/9, Báo Nhân Dân phối hợp Bộ Công an phát động chương trình "
Bộ Công an,ORGANIZATION,HỢP_TÁC,Báo Nhân Dân,ORGANIZATION,0.7998999953269958,2,1.5997999906539917,326,"Chào mừng kỉ niệm 80 năm Cách mạng tháng Tám và Quốc khánh 2/9, Báo Nhân Dân phối hợp Bộ Công an phát động chương trình "
GDP năm 2024,UNKNOWN,TĂNG_TRƯỞNG,"7,09%",UNKNOWN,0.7,1,0.7,327,"GDP năm 2024 tăng 7,09%, vượt mục tiêu đề ra"
năm 2024,DATE,TĂNG_TRƯỞNG,"tăng 7,09%",PERCENT,0.699999988079071,2,1.399999976158142,327,"GDP năm 2024 tăng 7,09% Thông tin tại họp báo công bố số liệu thống kê kinh tế - xã hội quý IV và năm 2024 sáng 6/1, bà "
CPI 2024,UNKNOWN,TĂNG_TRƯỞNG,"3,63%",UNKNOWN,0.7,1,0.7,327,"Theo Tổng cục Thống kê, quy mô GDP theo giá hiện hành năm 2024 ước đạt trên 11,5 triệu tỷ đồng, tương đương 476,3 tỷ USD"
CPI,UNKNOWN,TĂNG_TRƯỞNG,"3,63%",UNKNOWN,0.7,1,0.7,327,"Tính chung cả năm 2024, CPI tăng 3,63% so với năm trước, đạt mục tiêu Quốc hội đề ra. Trong mức tăng 0,29% của CPI tháng"
Trong mức,UNKNOWN,TĂNG_TRƯỞNG,"0,29%",UNKNOWN,0.7,1,0.7,327,"Tính chung cả năm 2024, CPI tăng 3,63% so với năm trước, đạt mục tiêu Quốc hội đề ra. Trong mức tăng 0,29% của CPI tháng"
Nhóm thuốc và dịch vụ y tế,UNKNOWN,TĂNG_TRƯỞNG,"2,19%",UNKNOWN,0.7,1,0.7,327,"Tính chung cả năm 2024, CPI tăng 3,63% so với năm trước, đạt mục tiêu Quốc hội đề ra. Trong mức tăng 0,29% của CPI tháng"
Pulkit Abrol,PERSON,LÃNH_ĐẠO,ACCA,ORGANIZATION,0.8485999703407288,2,1.6971999406814575,335,"Sự kiện cũng nhận được sự đồng hành và hỗ trợ từ KPMG Việt Nam, Nuoa.io và Hiệp hội Doanh nghiệp Anh tại Việt Nam (BritC"
Tô Quốc Hưng,PERSON,LÃNH_ĐẠO,ACCA Việt,ORGANIZATION,0.843999981880188,1,0.843999981880188,335,"Technology Working Group thuộc Hiệp hội doanh nghiệp Anh Quốc BritCham, đồng chủ trì bởi ACCA Việt Nam, sáng kiến này đư"
Giá xuất khẩu cà phê trung bình của Việt Nam,UNKNOWN,CÓ_GIÁ_TRỊ,5.610 USD,UNKNOWN,0.75,2,1.5,337,"Cà phê Việt Nam làm được điều chưa từng có Tại hội nghị tổng kết niên vụ 2024-2025 và triển khai niên vụ mới ngày 24/10,"
Bùi Minh,PERSON,LÃNH_ĐẠO,Nhà xuất bản Khoa học và Kỹ thuật,ORGANIZATION,0.8496999740600586,2,1.6993999481201172,340,"Chia sẻ tại tọa đàm ra mắt bộ sách DeepSeek được tổ chức chiều 16/5, ông Bùi Minh Cường, Giám đốc Nhà xuất bản Khoa học "
Trường Đại học Hồng Đức,ORGANIZATION,HỢP_TÁC,Hội Du lịch Lữ hành TP Thanh Hóa,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,342,"Tháng 11 vừa qua, Trường Đại học Hồng Đức đã phối hợp với Hội Du lịch Lữ hành TP Thanh Hóa tổ chức chương trình đào tạo "
Hội Du lịch Lữ hành TP Thanh Hóa,ORGANIZATION,HỢP_TÁC,Trường Đại học Hồng Đức,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,342,"Tháng 11 vừa qua, Trường Đại học Hồng Đức đã phối hợp với Hội Du lịch Lữ hành TP Thanh Hóa tổ chức chương trình đào tạo "
Đoàn Văn Hiểu,PERSON,LÃNH_ĐẠO,Thế Giới Di,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,344,"Trong cùng thời gian, nhiều hãng đồng hương đã bỏ cuộc hoặc ra mắt flagship nhỏ giọt cách năm. Chia sẻ ở chuỗi Podcast T"
Nguyễn Gia,PERSON,LÃNH_ĐẠO,Leica Việt,ORGANIZATION,0.8471999764442444,1,0.8471999764442444,344,"Trả lời ở Podcast Truly Ultra, ông Nguyễn Gia Phong, CEO Leica Việt Nam, cho rằng Xiaomi mang đến cơ hội cho người dùng "
Apple,ORGANIZATION,LIÊN_QUAN,Indonesia,LOCATION,0.5,2,1.0,346,Apple có thể 'bơm' 10 triệu USD để Indonesia dỡ lệnh cấm iPhone 16
năm,DATE,CÓ_GIÁ_TRỊ,514 tỷ,MONEY,0.75,1,0.75,349,"Quy mô kinh tế top 35 thế giới Theo Cục Thống kê, Việt Nam ghi nhận tăng trưởng kinh tế với tốc độ cao hàng đầu thế giới"
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,459 tỷ USD,MONEY,0.75,1,0.75,349,"Theo CEBR, quy mô GDP của Việt Nam theo giá hiện hành đạt 459 tỷ USD trong năm 2025, so với mức 450 tỷ USD năm 2024. Quy"
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,94 tỷ,MONEY,0.7488999962806702,1,0.7488999962806702,349,Singapore thụt lùi từ vị trí 28 năm 2024 xuống vị trí thứ 29 và được dự báo sẽ xuống thứ 30 trong năm 2026. Indonesia vẫ
Singapore,LOCATION,CÓ_GIÁ_TRỊ,64 tỷ,MONEY,0.7498999834060669,1,0.7498999834060669,349,"Cùng năm này, GDP của Singapore được dự báo đạt 864 tỷ USD, xếp thứ 32 thế giới, trong khi Thái Lan đạt 839 tỷ USD, xếp "
Thái Lan,LOCATION,CÓ_GIÁ_TRỊ,39 tỷ,MONEY,0.7465999722480774,1,0.7465999722480774,349,"Cùng năm này, GDP của Singapore được dự báo đạt 864 tỷ USD, xếp thứ 32 thế giới, trong khi Thái Lan đạt 839 tỷ USD, xếp "
năm,DATE,CÓ_GIÁ_TRỊ,407 tỷ,MONEY,0.7498999834060669,1,0.7498999834060669,349,"Cùng năm này, GDP của Singapore được dự báo đạt 864 tỷ USD, xếp thứ 32 thế giới, trong khi Thái Lan đạt 839 tỷ USD, xếp "
